month,country_1,country_2,avg_sentiment
2023-01,ISR,VNM,2.5085281410835139
2023-01,SYR,DZA,-1.3087218574451949
2023-01,TJK,ITA,5.14705882352941
2023-01,MMR,PHL,-1.8291803399951574
2023-01,ECU,KOR,1.377399208710725
2023-01,JPN,SYC,3.253881060425126
2023-01,WSM,FJI,2.31958762886598
2023-01,PNG,KIR,2.31958762886598
2023-01,GTM,GHA,-2.72324255858139
2023-01,CHE,MYS,2.6312094846335787
2023-01,FRA,AND,-0.6198347107438
2023-01,AZE,BRA,3.78548895899054
2023-01,PAK,CUB,-2.3557355463748171
2023-01,STP,FRA,-0.17857142857143
2023-01,CAS,ARM,-2.17627856365615
2023-01,VEN,AUT,2.47252747252748
2023-01,BOL,RUS,1.6739031396686088
2023-01,AUS,QAT,-1.6332767742085743
2023-01,AUS,LTU,0.92987093764578
2023-01,AUT,UKR,-1.1913696306367325
2023-01,LTU,USA,-1.8274897689787077
2023-01,GIN,GBR,1.67058408743683
2023-01,JPN,PRK,-1.3497154505588664
2023-01,LBY,BEL,3.926048164594464
2023-01,FIN,AFR,3.6621177144646464
2023-01,ITA,POL,-0.8774886501664616
2023-01,GTM,NPL,1.84049079754601
2023-01,PNG,JPN,-0.59829758653534126
2023-01,LKA,MDV,0.59602692622874731
2023-01,LTU,IRN,2.3216065071152676
2023-01,IND,NZL,2.3966861631863048
2023-01,BDI,AFR,-1.4900140236596013
2023-01,CAN,NGA,-1.3607407774244153
2023-01,CYP,CHN,0.14128132452896158
2023-01,GBR,KAZ,-2.3709049054094047
2023-01,BGD,BTN,1.8753147056241042
2023-01,PSE,BGR,-1.97718631178708
2023-01,LBN,MYS,-4.2491914369320849
2023-01,AUS,TZA,-1.673173701027225
2023-01,BRA,NLD,-1.9177290347285645
2023-01,COG,CIV,-5.33807829181495
2023-01,MUS,COL,-6.81145113524186
2023-01,NPL,LKA,-1.1553127388346427
2023-01,BMU,TUR,3.55920602327173
2023-01,BRA,BHR,5.50847457627118
2023-01,ZWE,OMN,-3.85542168674699
2023-01,TGO,FRA,1.055078655238824
2023-01,ITA,ARM,0.10935231891979008
2023-01,NGA,ESP,1.5548926831438412
2023-01,LVA,UGA,-11.2244897959184
2023-01,AFR,URY,-0.30769230769231
2023-01,EST,BLZ,1.88679245283019
2023-01,MNG,SGP,-2.47218788627936
2023-01,TUR,LTU,1.5164263182963671
2023-01,MCO,FJI,0.62564749734194747
2023-01,NOR,KGZ,-2.68199233716475
2023-01,IRQ,KHM,-3.7556245216528303
2023-01,DMA,COL,-1.80627662994225
2023-01,ZMB,UGA,3.4656229872843616
2023-01,MCO,COD,-1.52284263959391
2023-01,CIV,ESP,2.57352941176471
2023-01,PRK,USA,-2.6737049543116633
2023-01,AFG,CHN,-1.5906504268449275
2023-01,UKR,NGA,0.76134299164112829
2023-01,BHR,ISR,-0.53931063233407
2023-01,EUR,BLR,-3.5592325984159006
2023-01,RWA,GBR,-4.2566492719838376
2023-01,SEA,VNM,1.9794243097592823
2023-01,BGR,ARG,-3.40909090909091
2023-01,KOR,HUN,0.49109883364027
2023-01,PAK,RUS,0.31296123566708561
2023-01,MDV,DNK,-2.46887832090924
2023-01,SLE,GIN,-1.6416957523760649
2023-01,LUX,NZL,-1.8948326466656051
2023-01,LBN,AFR,-5.11154248623728
2023-01,HRV,IRL,-0.827171264518501
2023-01,ISR,ARG,-4.5485149735898585
2023-01,OMN,THA,-1.786959403310052
2023-01,MUS,POL,3.9929061055316453
2023-01,GBR,SAU,-0.25833500199166531
2023-01,MUS,ARG,-2.1174249157831158
2023-01,RUS,SAF,-1.6577783151088608
2023-01,ALB,USA,-2.7113552127696634
2023-01,SEN,AUT,-5.55827679079759
2023-01,WSM,TON,2.26039783001808
2023-01,LBN,AZE,-3.0789891753204381
2023-01,GUY,SUR,2.2759238759431231
2023-01,MEX,LBN,0.16684934843502516
2023-01,EUR,MLT,-1.4303081376676221
2023-01,TWN,FRA,3.4344283792745651
2023-01,SOM,BDI,-1.12142510305131
2023-01,SWE,PRT,1.961687900966842
2023-01,IRL,ABW,3.37552742616034
2023-01,KOR,VAT,-0.29262303612759322
2023-01,KWT,TUN,3.7376035184886103
2023-01,MOZ,JPN,-3.46456692913386
2023-01,PAK,AUT,-6.5122927387078207
2023-01,ARE,PRY,1.9646800471723633
2023-01,LAO,MMR,-5.5659989939966286
2023-01,DOM,DMA,1.01580135440181
2023-01,KEN,JAM,2.478376735645889
2023-01,PHL,MMR,-0.076352706870735143
2023-01,PAK,ARM,0.29325513196481
2023-01,CHN,BRB,6.74157303370786
2023-01,CZE,IRN,-7.858691141260354
2023-01,FRA,ISL,0.89686098654709
2023-01,COL,IRN,-4.476137557187327
2023-01,PAK,SYR,0.11307257413176586
2023-01,PAN,IND,-4.13793103448275
2023-01,MEA,SYR,-2.9889743866527172
2023-01,GMB,ZAF,-0.76923076923077
2023-01,EUR,DJI,3.9339426471299346
2023-01,IRN,VAT,-8.9614549519530442
2023-01,COG,MLI,0.81699346405228
2023-01,BOL,TTO,-3.2048226814236687
2023-01,NGA,PRK,-1.10650843409464
2023-01,STP,DOM,-1.01522842639594
2023-01,BLR,TWN,-3.99149740198394
2023-01,MDV,BRN,0.0
2023-01,VEN,MLT,-4.43786982248521
2023-01,MNG,KGZ,4.80769230769231
2023-01,RUS,BGR,-2.0974032472237609
2023-01,DEU,GBR,-0.94799277698308149
2023-01,ETH,ZMB,-3.9988388467753886
2023-01,IDN,THA,0.059585960869544458
2023-01,GBR,NGA,-1.0414978949920535
2023-01,RUS,ITA,-2.1026235810996359
2023-01,TUR,IRQ,-2.4254019374464604
2023-01,LBY,EGY,-1.020252516250225
2023-01,COG,KEN,-5.1311029621187183
2023-01,SRB,TUR,1.0045743841127055
2023-01,IRL,BRA,-1.5840510150761484
2023-01,LBY,LBY,-1.3982732478042226
2023-01,USA,BDI,1.5611483967188642
2023-01,ISR,TWN,6.2015503875969
2023-01,TZA,AUS,-0.54745127526343174
2023-01,CYP,HUN,-2.47252747252747
2023-01,DEU,VAT,-1.8539661852349598
2023-01,TZA,IND,4.5365249141994282
2023-01,SAS,SWE,-0.99036064015339342
2023-01,JPN,CHL,0.93964389320978159
2023-01,ATG,CHN,6.1852140487419209
2023-01,CPV,MOZ,-3.2037164010610368
2023-01,PER,IND,-4.87225193107546
2023-01,EGY,VCT,2.95566502463055
2023-01,JPN,LTU,-2.5308030010742355
2023-01,ARG,MNG,3.28947368421052
2023-01,TUR,BGD,3.208889197035627
2023-01,CHN,TCD,-0.33747120260981989
2023-01,MYS,AFR,-0.4750750428823528
2023-01,ZAF,VAT,5.18867924528302
2023-01,AUT,SEN,0.0
2023-01,LAM,MAR,4.31654676258993
2023-01,PRK,MDV,-5.61085972850678
2023-01,KOR,FJI,9.23076923076923
2023-01,ARE,SGP,1.9644005826872259
2023-01,CAN,KAZ,0.926284659735676
2023-01,FRA,GNQ,-2.02312138728324
2023-01,WAF,LBR,-6.517737734801563
2023-01,MLT,BRA,-11.231884057971
2023-01,ESP,MUS,-1.26920507682031
2023-01,NLD,BMU,2.93542074363992
2023-01,PRK,AUS,-3.71428571428571
2023-01,NPL,AUT,2.41228070175439
2023-01,HTI,MWI,-3.130568410023574
2023-01,PSE,USA,-3.9830158450764004
2023-01,CAF,LBY,-5.8992208103643105
2023-01,SLV,SLV,-1.9842411984017256
2023-01,JPN,IDN,0.79788089317424771
2023-01,EGY,AFR,1.7277011183633235
2023-01,RUS,MDA,-3.3302850869402651
2023-01,TUR,BFA,-4.2393065985128429
2023-01,GAB,GAB,2.6212683405529242
2023-01,MAR,EUR,-2.582018235509874
2023-01,EUR,ZWE,2.8830159108948341
2023-01,NGA,JPN,-3.6275766544408463
2023-01,GBR,CRI,-2.3364882902560398
2023-01,AUS,EGY,0.15741371702620943
2023-01,BEL,MMR,-3.23362974939369
2023-01,AUS,MYS,-2.7757739602207354
2023-01,UKR,IND,0.20997180296884177
2023-01,GTM,HND,-4.233413249602541
2023-01,DNK,SYR,-4.1599596976487323
2023-01,CZE,JAM,-2.54662004662005
2023-01,CAN,VAT,-2.70132850395505
2023-01,JOR,GRC,-0.089604337155767544
2023-01,VNM,KGZ,1.22699386503067
2023-01,KNA,DEU,0.76702105318804681
2023-01,FJI,VUT,-2.9023468665793537
2023-01,CAF,AGO,2.63335584064821
2023-01,HRV,SWE,-4.57678255790879
2023-01,PSE,BHS,-10.2189781021898
2023-01,MUS,PRT,0.0
2023-01,SGP,ISR,-6.5135799243856773
2023-01,TZA,MRT,-0.98522167487685
2023-01,KWT,MEA,-0.765280123591896
2023-01,ALB,AFR,-3.94036208732695
2023-01,TUN,SAU,0.5765105029579316
2023-01,AUT,DNK,-1.65289256198347
2023-01,KEN,VNM,0.0
2023-01,COL,MCO,-0.5420054200542
2023-01,COD,IDN,1.18243243243243
2023-01,GBR,DJI,1.91326530612245
2023-01,URY,PSE,1.06382978723405
2023-01,GUY,LCA,3.46320346320346
2023-01,MWI,NLD,-1.76470588235294
2023-01,RUS,CHL,0.11049723756906
2023-01,SYC,RUS,4.3360433604336
2023-01,SDN,THA,7.3170731707317
2023-01,TUN,IRN,-7.88912579957356
2023-01,NOR,LIE,4.33884297520661
2023-01,BRA,BRA,-2.43463887491674
2023-01,CHN,UGA,-0.080784761800544
2023-01,JOR,SAU,-1.3340757693809249
2023-01,BTN,CHN,-0.92732213411759712
2023-01,USA,IRL,-0.21012902013082063
2023-01,HRV,HRV,-1.2493039512542299
2023-01,SAU,SAU,-0.005702160131934822
2023-01,CUB,SWE,-3.84240824099723
2023-01,GHA,ARE,4.1657928012317686
2023-01,CUB,BRA,-0.699342936997273
2023-01,WST,CHN,-2.005836900845833
2023-01,UKR,SOM,-1.6254128517643365
2023-01,IRQ,GHA,-1.2812831847084298
2023-01,BEL,HRV,-0.21030125870065464
2023-01,MDV,LBN,-1.925146997477164
2023-01,LSO,AFR,-0.235353494458304
2023-01,LBN,QAT,-1.0753168038141496
2023-01,KEN,GNQ,5.13698630136986
2023-01,GBR,LTU,-1.4478296746679875
2023-01,ARG,LBY,-0.24096385542169
2023-01,CAN,PER,-1.2071152206064926
2023-01,IRL,AFG,0.99280114583186851
2023-01,IDN,NLD,-2.1946079521810429
2023-01,MRT,MUS,-6.0737463161953338
2023-01,EGY,MDV,-0.58567526339090137
2023-01,CAN,BGD,-0.87639647229582462
2023-01,PRT,PAK,-4.4042460043729585
2023-01,IND,NGA,-6.3117392482769814
2023-01,ERI,SOM,-0.75770610568460162
2023-01,GHA,AUS,-1.7846005317650957
2023-01,KWT,DEU,-1.7729290166466061
2023-01,AUS,BGD,2.6509305130979293
2023-01,HND,SLV,-3.9424947734900053
2023-01,PRT,NLD,0.131292736756785
2023-01,LTU,JPN,-1.2479667609131151
2023-01,TJK,CHN,-0.51802991502492179
2023-01,TJK,UKR,-3.89610389610389
2023-01,KIR,CAN,-5.31645569620253
2023-01,KGZ,JPN,2.3459383753501424
2023-01,HUN,KAZ,3.0532195927352825
2023-01,TCD,GRC,-1.34615384615385
2023-01,EST,JPN,-1.23456790123457
2023-01,SAU,GIN,3.50877192982456
2023-01,KEN,KOR,2.17391304347826
2023-01,SYC,MYS,5.18465909090909
2023-01,PRK,SDN,-2.288683486122685
2023-01,SEN,COD,-0.98522167487685
2023-01,COM,EGY,-3.57554786620531
2023-01,ITA,KWT,2.0726428135728083
2023-01,AUS,LSO,0.9520572540832799
2023-01,PRK,IRL,-1.58730158730159
2023-01,FJI,BLR,-3.6144578313253
2023-01,PRY,CHN,0.30878101035219729
2023-01,BGD,GHA,3.43839541547278
2023-01,THA,WAF,3.58890701468189
2023-01,IRN,GBR,-5.9620219742172056
2023-01,RUS,WST,-3.3068011989254211
2023-01,NZL,CHN,0.555375994837133
2023-01,EUR,MAR,-2.7614189972636822
2023-01,USA,LVA,-0.1322963089508678
2023-01,CAN,NMR,-1.7342927027638297
2023-01,MMR,MYS,-4.1762778368966371
2023-01,QAT,ARE,0.15641803123126824
2023-01,DEU,ARM,-0.25662771487107339
2023-01,ETH,AGO,0.71961546956563938
2023-01,GBR,FIN,-0.24795097268952859
2023-01,RUS,YEM,-2.6063340770329853
2023-01,SWZ,SWZ,-5.3202524564929323
2023-01,IDN,LBY,0.426842008698902
2023-01,BDI,ESP,-2.3875792712549551
2023-01,BEL,ARM,-2.1021242766020602
2023-01,RUS,IRL,-0.92863309625271528
2023-01,IRL,PNG,3.1615651554095443
2023-01,CHN,ECU,2.4786172819030772
2023-01,CHL,CZE,1.1703586959694063
2023-01,DEU,SGP,0.91548353656834858
2023-01,ITA,IDN,0.60013261548178154
2023-01,NGA,SWE,-2.8671279091783881
2023-01,CRB,USA,-1.5733596619044277
2023-01,ARG,SSD,-2.3966883416835452
2023-01,LBR,LSO,-5.51470588235294
2023-01,ISL,JOR,-0.63291139240506
2023-01,MAR,KEN,-0.39546684466262993
2023-01,GBR,UZB,0.91001478196599672
2023-01,TUN,GBR,-1.8473113903221405
2023-01,ESP,CZE,0.04029851080487612
2023-01,DNK,TZA,-0.78534031413612
2023-01,MDV,IDN,-7.29166666666666
2023-01,LKA,SAS,-1.7231366184436341
2023-01,SRB,PSE,11.4130434782609
2023-01,ESP,HTI,-2.94678153537535
2023-01,AZE,MEX,4.61538461538462
2023-01,CYP,CHE,3.70370370370371
2023-01,NZL,HUN,3.49932705248991
2023-01,VNM,BGR,5.1362995825801585
2023-01,ETH,MWI,3.07017543859649
2023-01,MLT,TZA,1.15089514066496
2023-01,CAN,MLT,-1.27795527156549
2023-01,GBR,PNG,0.14681486876253325
2023-01,FRA,SOM,-7.74410774410774
2023-01,MNG,IND,4.1960137253936223
2023-01,GBR,RUS,-3.3930614769001197
2023-01,ZMB,ZMB,-1.8431010799678702
2023-01,HUN,EUR,-1.9074794591683617
2023-01,THA,IDN,0.43180631286344295
2023-01,ARG,MEX,0.058415210961263286
2023-01,CHN,SYR,-2.7081025594623518
2023-01,KWT,IRN,-3.0265953665997376
2023-01,ISR,THA,-2.3217419023789789
2023-01,KOR,SEA,3.9003815857690673
2023-01,NOR,FRA,-0.47843697149917108
2023-01,GUY,VCT,1.4051439615410308
2023-01,SRB,IRN,-5.0456096587533565
2023-01,MNG,SWE,-1.63888888888889
2023-01,IRL,UGA,-1.3204439478223751
2023-01,SAS,PAK,-2.3959946374345336
2023-01,AFR,KOR,0.056937656166912154
2023-01,VNM,MYS,-0.14478522317007123
2023-01,PER,SWE,-1.712270568964295
2023-01,CZE,LVA,-1.55793573515093
2023-01,HUN,SAU,5.7614442640288441
2023-01,NRU,MHL,2.67965895249695
2023-01,HND,PER,-6.90326232295435
2023-01,UGA,ETH,-0.2012247882677598
2023-01,FRA,BGR,-1.1957307228417962
2023-01,GBR,PRK,-2.7251360231874053
2023-01,EUR,VCT,-2.5419044542550546
2023-01,PER,HND,-2.6683261084721615
2023-01,PER,AUS,0.083409413552955725
2023-01,ARE,KHM,-0.614574187884112
2023-01,CMR,GBR,-0.86206896551725
2023-01,BRN,RUS,-0.82304526748971
2023-01,JOR,AFR,-1.4807932817198535
2023-01,BEL,KGZ,5.81039755351682
2023-01,ETH,CRI,3.05555555555555
2023-01,LCA,FRA,-0.80967710467271314
2023-01,EUR,SDN,-1.8121449731196257
2023-01,MAR,NMR,2.1505376344086
2023-01,BRB,NAM,3.2
2023-01,GMB,MLI,0.346740638002775
2023-01,FIN,NMR,1.20481927710843
2023-01,FRA,KNA,0.62619597110369
2023-01,KWT,BEL,-1.72413793103449
2023-01,MDV,MLT,-5.46762589928058
2023-01,DZA,MUS,3.79746835443038
2023-01,MLI,SDN,-2.7993015541602437
2023-01,FIN,IND,-0.91707757608691265
2023-01,PHL,CAN,0.071884456935165153
2023-01,MAR,GBR,-1.093666285171436
2023-01,GBR,CYP,0.42055506946076882
2023-01,LTU,BEL,-1.2464356728026766
2023-01,ZMB,ARE,1.1874189088421117
2023-01,ZWE,USA,-0.833973372208602
2023-01,UZB,SGP,4.6283580838429783
2023-01,BGD,QAT,-0.71116273419331255
2023-01,ESP,FIN,-1.7340673712634238
2023-01,DNK,LVA,1.3889601031444911
2023-01,FIN,MDV,1.340152399116521
2023-01,HRV,CHE,-2.8320500195225926
2023-01,POL,HUN,-2.298705348277541
2023-01,GRD,TWN,3.53901996370236
2023-01,AFR,SAU,0.72946215690637128
2023-01,LVA,DEU,-1.7089981379272705
2023-01,PER,SLV,5.3294710195986319
2023-01,EGY,SOM,0.40418939353490607
2023-01,NGA,CAN,-0.54651742128108149
2023-01,BLZ,TTO,1.41176470588236
2023-01,NOR,MEX,3.5702966917769849
2023-01,KIR,AUS,0.17895174952595305
2023-01,PRT,IRQ,3.389967311029495
2023-01,FRA,ECU,4.3619480997917721
2023-01,VAT,UGA,-0.57416267942583
2023-01,AUS,AFG,-1.5433007751320555
2023-01,AFR,KAZ,2.7268829211710379
2023-01,SLV,BRA,2.3022679626453209
2023-01,COL,AFR,-1.2188114423393839
2023-01,SWE,ISL,3.4692560022333865
2023-01,TWN,EGY,-2.16216216216216
2023-01,BRB,CUB,-0.07288629737609
2023-01,DOM,ATG,0.23603641534465503
2023-01,PSE,FIN,-3.125
2023-01,FIN,HRV,-5.85683297180043
2023-01,NGA,COG,-3.44827586206897
2023-01,SWE,MMR,-3.40909090909091
2023-01,GBR,COG,-3.6903054643039481
2023-01,EGY,BFA,-4.65116279069767
2023-01,BEL,OMN,3.26086956521739
2023-01,FJI,AFG,-0.69832402234637
2023-01,SWE,SVK,2.89855072463768
2023-01,BRA,UGA,-9.34579439252333
2023-01,ISR,GTM,0.98717882214614572
2023-01,EST,CHE,2.67639902676399
2023-01,GRC,MCO,2.1914144016153232
2023-01,GNB,BEN,0.87463556851312
2023-01,OMN,CYP,3.6455919673397297
2023-01,SLV,UKR,4.25138632162661
2023-01,COG,DZA,1.23406005758947
2023-01,USA,IRN,-4.7473497258338107
2023-01,GBR,AFR,0.091156104084486739
2023-01,UKR,LTU,-0.70938409171940831
2023-01,NZL,NZL,-1.6983336914112879
2023-01,TTO,VEN,-0.18312594330668192
2023-01,DNK,SWE,-3.8310693720869859
2023-01,FIN,CHN,-0.9674388850203306
2023-01,ARE,SYR,-1.3843904480554488
2023-01,HTI,FRA,-4.0291502763310758
2023-01,LVA,EUR,-0.046699607281061678
2023-01,ESP,SAU,1.2728529276014648
2023-01,DZA,KEN,-1.9285939470365774
2023-01,JPN,POL,-1.4485582414787488
2023-01,PER,UKR,-4.4698540960147266
2023-01,MDA,AUT,0.6904417466964623
2023-01,BWA,CAN,-1.82926829268293
2023-01,RUS,MYS,-3.5723019860178122
2023-01,LBR,CHE,-10.505126685186426
2023-01,BDI,AUS,-5.85874799357945
2023-01,CHN,MWI,1.0447227683073732
2023-01,ZAF,CZE,-2.408288181559497
2023-01,USA,HKG,2.4762477336256357
2023-01,UZB,TJK,-1.9034784554524682
2023-01,ECU,AUS,-0.22651872083697655
2023-01,CZE,IND,-2.5636540526247411
2023-01,NGA,GMB,2.4185673695270782
2023-01,SAU,SWE,-5.1343808072597215
2023-01,SAU,NZL,9.7046171517583186
2023-01,AFR,NOR,1.8990451602840868
2023-01,TWN,IND,1.8320930248649874
2023-01,VAT,PHL,2.5217353121981203
2023-01,SYC,AUS,1.468456375838928
2023-01,BGR,VEN,0.0
2023-01,BLZ,EST,1.88679245283019
2023-01,LBN,NMR,-7.01612903225807
2023-01,SEN,GAB,-1.3588603758335014
2023-01,JPN,MDG,-1.39165009940358
2023-01,IDN,NPL,1.18845500848897
2023-01,COD,SYR,4.42105263157895
2023-01,SAU,TZA,4.44444444444444
2023-01,JPN,URY,1.8957345971564
2023-01,ARG,AUT,0.76530612244898
2023-01,DEU,MKD,3.2
2023-01,MYS,PRT,-2.26975120034919
2023-01,GBR,ZWE,-2.2533275476334129
2023-01,BGD,USA,-0.7872309036959082
2023-01,GBR,JPN,0.47037638546967797
2023-01,EUR,NOR,0.147003994190668
2023-01,CAN,UKR,-0.59150181929811674
2023-01,MDV,POL,-3.2435710784283249
2023-01,SGP,IDN,2.73564350607256
2023-01,CHE,BEL,-0.67081766077964189
2023-01,CUB,ISR,-4.8994976778150141
2023-01,IND,BGD,-1.1871023350176528
2023-01,IND,MMR,-3.5055273671017968
2023-01,ITA,UGA,-2.3767763626703031
2023-01,ESP,ZAF,1.44152366906997
2023-01,AFR,CAN,0.812040391396436
2023-01,CRI,USA,-1.381908915165762
2023-01,PNG,KHM,1.47401086113266
2023-01,QAT,GRC,-5.2977699933252538
2023-01,CIV,TUR,-0.90983990068394416
2023-01,FRA,MDV,-1.7520590558358673
2023-01,TUR,BEL,-2.7086534252265833
2023-01,PSE,NOR,-2.7230931053555918
2023-01,VAT,LBN,-1.971715170025635
2023-01,BHR,PSE,-2.5502828534161965
2023-01,VCT,EGY,2.95566502463055
2023-01,NMR,BRB,2.23880597014925
2023-01,POL,PRT,-3.303120104895565
2023-01,ARM,IRL,0.64278538409997421
2023-01,AUT,WST,2.7479303823440331
2023-01,CYM,CHN,2.9289263269163661
2023-01,KAZ,IND,-1.4813435922892371
2023-01,AFR,CAS,1.7467248908297
2023-01,MDG,MDG,-0.91447295679202689
2023-01,FRA,CPV,2.47950819672131
2023-01,GUY,ATG,0.68941651515640667
2023-01,VEN,BDI,-4.55840455840456
2023-01,BHR,SYR,-3.70370370370371
2023-01,POL,SEN,-3.8872205538872242
2023-01,SYR,ETH,2.68199233716475
2023-01,LKA,AFG,-7.43243243243243
2023-01,BGR,CZE,1.4704768669257935
2023-01,MDV,PER,-12.7962085308057
2023-01,MNG,SYR,0.74441687344913
2023-01,UGA,THA,0.0
2023-01,PRY,BOL,-4.1476229402573974
2023-01,DNK,MAR,-7.01754385964912
2023-01,ETH,QAT,2.5
2023-01,ISL,ESP,2.59433962264151
2023-01,LCA,TUR,2.42214532871973
2023-01,LSO,SAU,7.0080740855388708
2023-01,BWA,KEN,0.17064846416382
2023-01,GMB,DEU,-4.04087320018578
2023-01,NIC,JAM,4.36507936507936
2023-01,NPL,MDV,6.19047619047619
2023-01,AZE,FRA,-0.85621709292579018
2023-01,ITA,DZA,0.98404101384708709
2023-01,PRT,ARE,2.7342355381869061
2023-01,BHS,BMU,0.35479709125029246
2023-01,QAT,JOR,0.08361647920463694
2023-01,CAN,JAM,-0.019887612045314723
2023-01,ETH,COD,-2.27582590040791
2023-01,CHN,VNM,1.5595509875289406
2023-01,KWT,IRQ,0.74679984789554521
2023-01,MUS,VEN,-3.64963503649635
2023-01,AFR,TGO,-1.2726114288515644
2023-01,AFG,TJK,-2.7440465264688685
2023-01,CHN,NGA,1.3289625410496484
2023-01,MRT,TUR,1.72366189405593
2023-01,DEU,LVA,-1.9437279979421547
2023-01,PSE,CHN,-3.3063931606683994
2023-01,NZL,FJI,0.10856308409677934
2023-01,IDN,TMP,0.19955674192197209
2023-01,AUT,SVK,-0.80207738738794787
2023-01,QAT,COL,-2.00286123032904
2023-01,BRA,IND,-2.5629546813638577
2023-01,ETH,PSE,-4.846002327871787
2023-01,MEX,IND,-3.025910010962463
2023-01,SEN,GMB,-2.7899406913168354
