url,title,date,domain,language,country_1_iso3,country_2_iso3,sentiment,fetched_at
https://hindi.business-standard.com/opinion/early-data-shows-strong-resilience-of-indian-exports-to-trump-tariffs-id-485778,"Trump tariffs and Exports : अमेरिकी चोट के बीच मजबूती से टिका है भारतीय निर्यात , शुरुआती आंकड़े दे रहे गवाही - early data shows strong resilience of indian exports to trump tariffs",20251111T163000Z,hindi.business-standard.com,Hindi,IND,GBR,0.0,2025-11-15T18:09:48.028324
https://www.ntdtv.com/b5/2025/11/11/a104037681.html,11月11日國際聚焦 英國最大洗錢案 中國主犯被判近12年重刑 | 錢志敏 | 張雅迪 | 洩露軍事機密,20251112T021500Z,ntdtv.com,Chinese,IND,GBR,0.0,2025-11-15T18:09:48.028336
https://www.bhaskar.com/international/news/trump-lifts-tariffs-on-beef-coffee-and-fruit-136425926.html,"Trump lifts tariffs on beef , coffee , and fruit | ट्रम्प दो राज्यों में हार के बाद टैरिफ पर पलटे : बीफ - कॉफी और फलों से टैरिफ हटाया ; महंगाई की वजह से लोगों में नाराजगी",20251115T114500Z,bhaskar.com,Hindi,IND,GBR,0.0,2025-11-15T18:09:48.028347
https://idrw.org/us-trade-tensions-unlock-export-goldmine-for-indias-tejas-but-engine-bottlenecks-and-seat-shortfalls-threaten-the-surge/,US Trade Tensions Unlock Export Goldmine for India Tejas : But Engine Bottlenecks and Seat Shortfalls Threaten the Surge,20251110T154500Z,idrw.org,English,IND,GBR,0.0,2025-11-15T18:09:48.028361
https://www.news18.com/explainers/chinas-loss-indias-gain-how-the-global-supply-chain-reset-could-make-india-the-next-big-factory-shil-ws-l-9703480.html,"China Loss , India Gain ? How The Global Supply Chain Reset Could Make India The Next Big Factory | Explainers News",20251113T061500Z,news18.com,English,IND,GBR,0.0,2025-11-15T18:09:48.028373
https://www.livemint.com/news/indias-lifting-of-rice-export-ban-helped-cool-global-food-prices-says-wto-11762769882532.html,"India lifting of rice export ban helped cool global food prices , says WTO",20251111T023000Z,livemint.com,English,IND,JPN,0.0,2025-11-15T18:11:12.266966
http://www.azerbaijannews.net/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T090000Z,azerbaijannews.net,English,IND,JPN,0.0,2025-11-15T18:11:12.266992
http://www.vietnamtribune.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T090000Z,vietnamtribune.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267005
http://www.pakistantelegraph.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T090000Z,pakistantelegraph.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267018
http://www.singaporestar.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T090000Z,singaporestar.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267030
http://www.russiaherald.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T101500Z,russiaherald.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267043
http://www.asiabulletin.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T100000Z,asiabulletin.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267055
http://www.taiwansun.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T103000Z,taiwansun.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267067
http://www.europesun.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T103000Z,europesun.com,English,IND,JPN,0.0,2025-11-15T18:11:12.267080
https://vietnamnet.vn/en/vietnam-foodexpo-2025-hosts-nearly-400-local-foreign-exhibitors-2462302.html,"Vietnam Foodexpo 2025 hosts nearly 400 local , foreign exhibitors",20251113T031500Z,vietnamnet.vn,English,IND,JPN,0.0,2025-11-15T18:11:12.267092
https://www.fnnews.com/news/202511141126254149,"  중국산 우회 수입 차단 .. 인도 , 베트남산 철강에 반덤핑 관세 부과",20251114T040000Z,fnnews.com,Korean,IND,JPN,0.0,2025-11-15T18:11:12.267117
https://ec.ltn.com.tw/article/breakingnews/5243986,之前買太多導致庫存過剩 中國增購美國大豆恐只是嘴上說說,20251112T110000Z,ec.ltn.com.tw,Chinese,USA,CHN,0.0,2025-11-15T18:12:55.195612
https://www.stcn.com/article/detail/3494721.html,  新三样  变成  新N样 ！ 对美出口下滑到7年前水平我国出口总额仍创历史新高,20251114T020000Z,stcn.com,Chinese,USA,CHN,0.0,2025-11-15T18:12:55.195626
https://www.dailyexcelsior.com/adanis-to-tie-up-with-chinese-ev-giant/,Adanis To Tie Up With Chinese EV Giant,20251111T081500Z,dailyexcelsior.com,English,USA,CHN,0.0,2025-11-15T18:12:55.195631
https://sputniknews.cn/20251110/1068293918.html,中国暂停对美贸易限制措施一年,20251110T041500Z,sputniknews.cn,Chinese,USA,CHN,0.0,2025-11-15T18:12:55.195651
https://www.marketscreener.com/news/trump-s-trade-war-with-china-in-2025-ce7d5fd9dd8ef720,Trump trade war with China in 2025,20251111T100000Z,marketscreener.com,English,USA,CHN,0.0,2025-11-15T18:12:55.195656
https://www.marketscreener.com/news/germany-rethinks-china-policy-as-trade-squeeze-exposes-vulnerabilities-ce7d5fddd88ef120,Germany rethinks China policy as trade squeeze exposes vulnerabilities,20251114T063000Z,marketscreener.com,English,DEU,CHN,0.0,2025-11-15T18:13:16.863916
https://www.stcn.com/article/detail/3485944.html,前10月我国进出口总值同比增长3 . 6 % ,20251110T000000Z,stcn.com,Chinese,DEU,CHN,0.0,2025-11-15T18:13:16.863928
https://navbharattimes.indiatimes.com/business/business-news/worlds-biggest-chocolate-exporters-where-india-stands/articleshow/125243022.cms,"Chocolate Export From India , स्विट्जरलैंड से ज्यादा चॉकलेट एक्सपोर्ट करते हैं ये 9 देश , देख लीजिए पूरी लिस्ट - world biggest chocolate exporters where india stands",20251111T100000Z,navbharattimes.indiatimes.com,Hindi,DEU,CHN,0.0,2025-11-15T18:13:16.863952
https://www.nbd.com.cn/articles/2025-11-12/4140933.html,对美出口下滑到7年前水平 ， 我国出口总额却创历史新高 ， 新三样  变成  新N样  ,20251112T171500Z,nbd.com.cn,Chinese,DEU,CHN,0.0,2025-11-15T18:13:16.863966
https://www.huxiu.com/article/4804343.html,对美出口下滑到7年前水平 ， 我国出口总额为何创历史新高 ？ ,20251113T041500Z,huxiu.com,Chinese,DEU,CHN,0.0,2025-11-15T18:13:16.863978
https://news.az/news/germany-rethinks-china-policy-as-trade-risks-exposed,Germany rethinks China policy as trade risks exposed,20251114T074500Z,news.az,English,DEU,CHN,0.0,2025-11-15T18:13:16.863990
https://www.cnr.cn/shanghai/gstjshanghai/20251113/t20251113_527428226.shtml,上海外资核心力量进一步增强 _ 央广网,20251113T034500Z,cnr.cn,Chinese,DEU,CHN,0.0,2025-11-15T18:13:16.864002
https://www.money.pl/gospodarka/niemcy-przyznaly-ile-towaru-sprowadzaja-z-polski-padly-kwoty-7221323660880832a.html,"Niemcy przyznały , ile towaru sprowadzają z Polski . Padły kwoty",20251113T090000Z,money.pl,Polish,DEU,CHN,0.0,2025-11-15T18:13:16.864026
https://www.6park.com/view/news/755751.html,稀土危机 : 德国重审对华政策 加速推动去风险战略,20251114T063000Z,6park.com,Chinese,DEU,CHN,0.0,2025-11-15T18:13:16.864038
https://www.dostor.org/5299121,الصين ترفع الحظر عن تصدير 3 معادن أساسية إلى الولايات المتحدة,20251109T071500Z,dostor.org,Arabic,DEU,CHN,0.0,2025-11-15T18:13:16.864050
