year,month,country_1_iso3,country_2_iso3,avg_tone,article_count,goldstein_scale_avg
2025,11,NZL,SLB,0.0,1,2.8
2025,11,SLV,SLV,4.20711974110032,1,3.4
2025,11,SVK,VAT,2.67639902676399,2,1.9
2025,11,VNM,SGP,2.60135135135135,4,4.0
2025,11,DEU,CYP,0.42499905258431214,37,2.616216216216216
2025,11,PAN,USA,-0.5698413375346827,12,4.625
2025,11,LVA,EST,1.982346059381217,17,2.7529411764705882
2025,11,ISR,MAR,-1.67741935483871,13,2.276923076923077
2025,11,RUS,FRA,-0.7163753523647727,45,1.357777777777778
2025,11,SDN,USA,-5.0494026329625035,13,-1.6384615384615384
2025,11,MMR,LAO,-5.35123042505593,4,4.0
2025,11,WST,BEL,-1.3832601598559,3,1.9
2025,11,IRL,FRA,-2.2445645833070422,13,0.29230769230769216
2025,11,GRC,GBR,1.5261395223503782,5,-1.3400000000000003
2025,11,CAN,MYS,-2.071548619447778,5,4.0
2025,11,EGY,PAK,-0.35860655737705,3,1.0
2025,11,MMR,IND,-2.78035217794254,2,-9.0
2025,11,RUS,AZE,-2.831673510381563,70,-3.067142857142858
2025,11,DEU,LTU,-1.8937305529234933,3,-7.2
2025,11,USA,VAT,0.24142471648815067,12,1.975
2025,11,SWE,ITA,-2.75862068965518,1,1.9
2025,11,IND,KOR,-3.1039896793236963,5,2.92
2025,11,JOR,NER,-7.78443113772455,1,2.8
2025,11,DEU,ESP,-3.407135378966364,6,-0.033333333333333215
2025,11,UKR,EST,-2.3869281045751634,3,3.5999999999999996
2025,11,AUT,CHE,0.35751593449402125,8,-0.5000000000000001
2025,11,RUS,ARE,1.514818603124094,10,5.48
2025,11,JPN,FJI,4.86634796660382,4,4.375
2025,11,ITA,GRC,-3.9620083130575843,8,-4.050000000000001
2025,11,IDN,KOR,0.13718400101500305,4,4.7
2025,11,EUR,CYP,-2.6431718061674,1,1.0
2025,11,USA,GRC,-0.6545401503386001,124,-0.6451612903225805
2025,11,KEN,USA,-0.8258298433883462,8,4.475
2025,11,EUR,BEL,-0.7216082699284931,28,0.3321428571428571
2025,11,PRK,KOR,-3.913881371202251,39,0.002564102564102555
2025,11,IND,NOR,-2.76559865092749,2,-0.5
2025,11,USA,HND,-5.634388208075551,16,-3.4875
2025,11,ITA,COD,3.66197183098592,2,4.0
2025,11,BHR,QAT,4.38448566610455,1,3.4
2025,11,KEN,RWA,3.7892131544599867,3,2.6
2025,11,WAF,GHA,4.28082191780822,2,1.0
2025,11,PSE,NOR,-7.28476821192053,2,7.4
2025,11,CHE,CHE,0.3930877475120127,58,1.5948275862068964
2025,11,HRV,HUN,-0.026787086558854784,23,3.0217391304347823
2025,11,FRA,ITA,1.214154556271812,27,3.22962962962963
2025,11,AFR,UKR,-4.974924783532979,6,3.4333333333333336
2025,11,CMR,HTI,-2.24719101123596,2,2.3499999999999996
