iso3,year,gdp_usd,population,inflation_rate,gdp_log,pop_log,node_id
EGY,2013.0,288434108527.132,95333553.0,9.46971981064921,26.38773250349214,18.372892394798654,65
ERI,2013.0,189798603751.235,3074360.0,1.96682557818842,25.969229366679137,14.938607632750282,66
ESH,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,67
ESP,2013.0,1362186923157.65,46620045.0,1.40858109183019,27.94011255591211,17.657541178272385,68
EST,2013.0,25451032780.7573,1317997.0,2.78056658954988,23.960022159935175,14.091624476592756,69
ETH,2013.0,47648276605.0123,98438751.0,7.46402192944517,24.587112298627858,18.4049451056335,70
FIN,2013.0,270268036626.275,5438972.0,1.4782861568881,26.322680031765135,15.509100814244954,71
FJI,2013.0,4189967998.51424,916352.0,2.91354193604001,22.155958933503857,13.728156940598906,72
FLK,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,73
FRA,2013.0,2816077607875.26,65997932.0,0.863715497861805,28.666366113459734,18.00513398131846,74
FRO,2013.0,2690110520.92548,48246.0,1.96682557818842,21.712848115933795,10.78408892866831,75
FSM,2013.0,317214400.0,108121.0,1.75232737350762,19.575088447072712,11.591015498184522,76
GAB,2013.0,17595744798.3398,1913059.0,0.505441058915615,23.590922936993987,14.46421461227973,77
GBR,2013.0,2784853502534.29,64128273.0,2.29166666666659,28.655216385602984,17.976395916682083,78
GEO,2013.0,17517660143.6859,3717668.0,-0.512058410947092,23.5864753601501,15.128607416942188,79
GHA,2013.0,62824629066.0408,27386193.0,11.6661923071729,24.86361301613326,17.12554957576071,80
GIB,2013.0,189798603751.235,32407.0,1.96682557818842,25.969229366679137,10.386160584882527,81
GIN,2013.0,8376613539.28278,11191873.0,11.8875884481828,22.848709557626997,16.230698537222622,82
GMB,2013.0,1375609453.43746,2103820.0,5.69912989637382,21.042162709454175,14.559265773174937,83
GNB,2013.0,1109682824.13594,1695973.0,1.20712555668414,20.827340068317536,14.343767765027797,84
GNQ,2013.0,21948834283.7856,1346218.0,2.94887694639662,23.811979867302682,14.112810480260963,85
GRC,2013.0,236556279640.705,10965211.0,-0.921269454256994,26.189451985454998,16.210238273892546,86
GRD,2013.0,842618518.518518,113487.0,-0.0439997864828058,20.552024886283224,11.639452383441869,87
GRL,2013.0,2684946990.12448,56483.0,2.06159619443141,21.71092682211439,10.941712691189142,88
GTM,2013.0,52996446269.442,15387337.0,4.34337131279521,24.693490696749386,16.54905552139343,89
GUM,2013.0,5399000000.0,165966.0,1.96682557818842,22.40947958836778,12.019544252395576,90
GUY,2013.0,4167800928.83553,750021.0,1.90125181860582,22.150654378701084,13.527857818415614,91
HKG,2013.0,275696879834.966,7178900.0,4.33799342105267,26.342567837668618,15.786656865242055,92
HMD,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,93
HND,2013.0,18499729214.904,8889278.0,5.16189898581494,23.641021931945406,16.00035650183891,94
HRV,2013.0,59852401272.3204,4233922.0,2.21658206429779,24.815147389671367,15.258639544399156,95
HTI,2013.0,14902488604.2421,10222362.0,4.76502404779142,23.424794056437502,16.140088329321397,96
HUN,2013.0,135684315697.713,9893082.0,1.73319984983101,25.63359681640508,16.10734638404071,97
IDN,2013.0,912524136718.018,255852467.0,6.41251330156418,27.539480373252154,19.360111539445967,98
IND,2013.0,1856721507621.58,1295829511.0,10.0178784746102,28.249833418082577,20.9824168768404,99
IOT,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,100
IRL,2013.0,243301556084.989,4623816.0,0.515099484900573,26.217567482465494,15.346731112426628,101
IRN,2013.0,500399839839.877,80414686.0,36.6030355191029,26.93867329547692,18.20270739159566,102
IRQ,2013.0,234637675128.645,35281989.0,1.87949800749469,26.181308353322592,17.378883193407802,103
ISL,2013.0,16125060515.3117,323764.0,3.87227923748249,23.503640452570767,12.68777322296892,104
ISR,2013.0,297634145181.876,8059500.0,1.5702553921126,26.419130868481286,15.902362201896292,105
ITA,2013.0,2153225581941.46,60233948.0,1.21999342274306,28.397988104457333,17.91374668820348,106
JAM,2013.0,14264205152.6126,2783687.0,9.34150076569673,23.38101910001828,14.839287225190734,107
JOR,2013.0,34454440140.8451,7991809.0,4.82462314269537,24.262903712656655,15.893927825254153,108
JPN,2013.0,5212328181166.18,127445000.0,0.335037912184741,29.282047739664556,18.663195464792352,109
KAZ,2013.0,236634603409.089,17556502.0,5.94283871648418,26.189783030586696,16.680934980553214,110
KEN,2013.0,61671440407.8387,44986791.0,5.71749357037733,24.84508678239569,17.621879493540668,111
KGZ,2013.0,7335033800.59056,5777150.0,6.61375202358082,22.71592785679121,15.569421212555786,112
KHM,2013.0,19807135252.8649,15170208.0,2.94162509547349,23.709308076087353,16.534844128421636,113
KIR,2013.0,201730847.75865,113838.0,-1.488059084681,19.122444935000928,11.642540448466544,114
KNA,2013.0,874548148.148148,47069.0,1.10698554000129,20.58921790996744,10.759391134395187,115
KOR,2013.0,1370632955321.2,50428893.0,1.30134754547413,27.946293760258364,17.736074862422367,116
KWT,2013.0,174168116687.215,3507844.0,2.68229684085039,25.883286857565185,15.070512446777398,117
LAO,2013.0,11983252626.5452,6611385.0,6.37142717782947,23.206775897586393,15.704303872147154,118
LBN,2013.0,46880103080.597,5743436.0,4.82101956297399,24.570859181052278,15.563568369586047,119
LBR,2013.0,3177198100.0,4470239.0,7.577306817414,21.87926554502699,15.312952656423594,120
LBY,2013.0,75351107029.0605,6304628.0,2.60581802719517,25.045424453749884,15.656794683461149,121
LCA,2013.0,1660222222.22222,173369.0,1.46856511035428,21.230217299766128,12.063183317979933,122
LKA,2013.0,77000578167.353,20585000.0,6.90845034828452,25.067078767451815,16.840073261765202,123
LSO,2013.0,2367112931.642,2056504.0,4.86511899496385,21.584936877637954,14.536518497965002,124
LTU,2013.0,46303660422.0434,2957689.0,1.04747937065344,24.55848685372665,14.899919116220016,125
LUX,2013.0,65203276466.9763,543360.0,1.73403963519162,24.900775557192723,13.205529203063842,126
LVA,2013.0,29152128167.8438,2012647.0,-0.0294547782579216,24.0957937545855,14.514961825943566,127
MAC,2013.0,51536595089.2793,591900.0,5.50057779178484,24.6655579765479,13.291094670151963,128
MAR,2013.0,115739287305.08,33787571.0,1.88065466724086,25.474605975358266,17.335603600530163,129
MDA,2013.0,9496717875.51932,2859558.0,4.59787897363118,22.974212089176458,14.866177975102444,130
MDG,2013.0,12423555455.3853,24109290.0,5.8264294445198,23.242860141114754,16.998107842839854,131
MDV,2013.0,3295009237.50107,400070.0,3.8056300091943,21.915674808690902,12.899397310338857,132
MEX,2013.0,1327436290282.67,118343573.0,3.80639069747204,27.914270596657484,18.58910259587221,133
MHL,2013.0,186400000.0,50681.0,1.96682557818842,19.043405465580573,10.833326096955552,134
MKD,2013.0,10817702346.0674,1922716.0,2.78500056726118,23.104449735418054,14.46924984785432,135
MLI,2013.0,13242690786.0938,17459615.0,-0.606736356351471,23.30671159846013,16.67540111500673,136
MLT,2013.0,10796782637.51,425967.0,1.1802843636655,23.102514022852755,12.962119505059164,137
MMR,2013.0,60269732854.827,50262658.0,5.64303883425501,24.822095871974714,17.732772993574855,138
MNE,2013.0,4465772400.37453,621207.0,2.20589268141178,22.21970802654325,13.339421248473808,139
MNG,2013.0,12582122604.2577,2899011.0,10.4906567588242,23.255542802543488,14.879880547253626,140
MNP,2013.0,772000000.0,52758.0,1.96682557818842,20.464495109284385,10.873489652898783,141
MOZ,2013.0,17198073057.1981,25051611.0,4.26135250941963,23.56806318298971,17.036448734722097,142
MRT,2013.0,7223071097.08417,3734318.0,4.12910173783393,22.700546059256745,15.133076030607775,143
MSR,2013.0,194567373678.099,16073372.0,2.06159619443141,25.994044334261293,16.592674609901806,144
MUS,2013.0,12292974141.4044,1258927.0,3.54329573934839,23.23229372818878,14.045771123146535,145
MWI,2013.0,8031571927.62055,16161816.0,27.2833333333334,22.806646102736043,16.598162042855343,146
MYS,2013.0,323276235524.415,30174265.0,2.10501231233612,26.501773013023165,17.222499999879854,147
MYT,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,148
NAM,2013.0,12043307277.1235,2252508.0,5.60092502290401,23.2117749299805,14.627555264017136,149
NCL,2013.0,10151382933.1594,276822.0,1.27761318992718,23.040875782823942,12.531133591759211,150
NER,2013.0,10224897437.8648,18519898.0,2.29723114955317,23.0480915083961,16.73435633360372,151
NFK,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,152
NGA,2013.0,520117180313.906,181049443.0,8.49551838265678,26.977319969894552,19.01428072319634,153
NIC,2013.0,10982954744.4415,5983845.0,7.13546785289407,23.119610339325437,15.604574063011174,154
NIU,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,155
NLD,2013.0,883951539006.669,16804432.0,2.50689852657885,27.507668077954307,16.63715327861379,156
NOR,2013.0,526014468085.106,5079623.0,2.12048620353112,26.988594555172963,15.440747801067333,157
NPL,2013.0,22162204924.5726,27589996.0,9.04016311917636,23.821654194127145,17.132963837458416,158
NRU,2013.0,94385014.9425842,10517.0,1.96682557818842,18.362892889095104,9.260843354149289,159
NZL,2013.0,190909855416.34,4442100.0,1.13442266445817,25.975067192418557,15.306638020683645,160
OMN,2013.0,89936020806.2419,3833913.0,1.05354820265932,25.2223643745622,15.159396771454565,161
PAK,2013.0,258657231672.412,211073978.0,7.69215611899565,26.278769592306887,19.167719241364942,162
PAN,2013.0,46949496500.0,3825329.0,4.0271599157106,24.572338318389825,15.157155296031146,163
PCN,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,164
PER,2013.0,201175543571.392,29817919.0,2.76789666082002,26.02744371496274,17.210620113023694,165
PHL,2013.0,283902828581.65,102076336.0,2.58268766141795,26.371897863681973,18.441231493296232,166
PLW,2013.0,225345718.75,17648.0,3.35481004221287,19.233146313133105,9.778434403532566,167
PNG,2013.0,21261338064.8783,8302698.0,4.9603174603175,23.780156146067757,15.932091200629925,168
POL,2013.0,518179836405.36,38040196.0,0.991982606332428,26.973588193484414,17.454153974387253,169
PRK,2013.0,189798603751.235,25329451.0,1.96682557818842,25.969229366679137,17.047478387318247,170
PRT,2013.0,226677408291.745,10457295.0,0.274416666666663,26.146793734852423,16.162810474577736,171
PRY,2013.0,38501122141.4241,5982445.0,2.68385738718582,24.373953224371867,15.604340072397141,172
PSE,2013.0,13515500000.0,4076708.0,1.72439933626931,23.327103011994925,15.220800603242228,173
PYF,2013.0,6031827122.60663,274728.0,2.06159619443141,22.520315807361825,12.523540436223689,174
QAT,2013.0,198727642967.033,1916426.0,3.22197756829293,26.015201095942423,14.465973072808575,175
ROU,2013.0,189798603751.235,19983693.0,3.9847123554813,25.969229366679137,16.810427198980463,176
RUS,2013.0,2292470078346.22,143805638.0,6.75371026220942,28.460650989016813,18.783973216668734,177
RWA,2013.0,7819963715.75353,11093340.0,5.92426867984854,22.77994575169153,16.221855576354702,178
SAU,2013.0,753864533333.333,27624004.0,3.53252470694918,27.348478524800033,17.134195699053976,179
SDN,2013.0,43024018082.1918,37785849.0,36.5223449139154,24.485024356777586,17.447445251883284,180
SEN,2013.0,18918667724.8817,13710849.0,0.710245486695272,23.663414981911192,16.43369804815788,181
SGP,2013.0,307576360584.992,5399162.0,2.35860415399832,26.451989220473827,15.50175449952076,182
SGS,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,183
SHN,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,184
SLB,2013.0,1285911586.132,594945.0,5.3913638858756,20.97473371011227,13.296225924106643,185
SLE,2013.0,7697098118.19922,6714051.0,5.52412877994266,22.76410922713713,15.71971320150255,186
SLV,2013.0,21990960000.0,6138839.0,0.757669184522973,23.813897296813018,15.6301463571933,187
SMR,2013.0,1678741475.14095,33041.0,1.60439298078082,21.2413102282853,10.405534758490537,188
SOM,2013.0,5062881613.12833,12869594.0,1.96682557818842,22.345201647106656,16.370378110545698,189
SPM,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,190
SRB,2013.0,50455529604.0696,7166553.0,7.69426362896655,24.644358183390306,15.784935483375973,191
SSD,2013.0,18426469016.9492,11166275.0,-0.0580909784225664,23.637054001447332,16.228408722440566,192
STP,2013.0,267041747.584354,193148.0,8.10583270875476,19.402915565880456,12.171217190757702,193
SUR,2013.0,5145757575.75758,569020.0,1.92343604108305,22.361438440632476,13.251672619281557,194
SVK,2013.0,99134277850.3418,5413393.0,1.40047368963025,25.31974111001292,15.504386810863451,195
SVN,2013.0,47867056858.8892,2059953.0,1.76920085881907,24.591693356528197,14.538194210419356,196
SWE,2013.0,584128116410.29,9600379.0,-0.0442929701485858,27.093386173131524,16.077313238987998,197
SWZ,2013.0,4418333192.47449,1129990.0,5.62130623468948,22.20902835636508,13.937720226055037,198
SYC,2013.0,1333160407.38516,89949.0,4.33893848329099,21.010818207276106,11.407009239378679,199
SYR,2013.0,21361254635.051,21666917.0,40.0318378290723,23.784844586956254,16.89129713912452,200
TCA,2013.0,754238000.0,33653.0,1.96682557818842,20.441218527358508,10.423887198736391,201
TCD,2013.0,12953534866.4286,13691079.0,0.222671564624642,23.284634550580208,16.432255083853516,202
TGO,2013.0,6021732977.26584,7285442.0,1.82539475909171,22.518640924984307,15.801388805645917,203
THA,2013.0,420333654592.547,69845114.0,2.18488618530678,26.764314648541614,18.061790705645404,204
TJK,2013.0,8448411318.25417,8216724.0,5.00964645344951,22.857244251083763,15.921682269151143,205
TKL,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,206
TKM,2013.0,39197543859.6491,5939341.0,1.96682557818842,24.391879925163725,15.597108910792116,207
TLS,2013.0,1395727400.0,1158695.0,11.0849085109954,21.056681550728662,13.96280579283455,208
TON,2013.0,451788486.864637,107078.0,0.77562932236742,19.928724681072914,11.581322158778578,209
TTO,2013.0,28709859468.8597,1340557.0,5.19981740465611,24.080506436252346,14.108596503159665,210
TUN,2013.0,48685446413.953,11141361.0,5.31623531326689,24.608645980790836,16.2261750471085,211
TUR,2013.0,957799120008.32,76147624.0,7.49309030547693,27.58790390609204,18.148184448375215,212
TUV,2013.0,38615890.6320745,11001.0,1.96682557818842,17.46917445002255,9.305832353435404,213
TZA,2013.0,45648857242.315,48824128.0,7.87072364573959,24.54424441066891,17.703735195346187,214
UGA,2013.0,28915786516.6123,35337042.0,4.90520875694557,24.087653529210765,17.380442348463145,215
UKR,2013.0,190498811460.028,46126770.0,-0.238948626045407,25.97291179244398,17.646904055251827,216
UMI,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,217
URY,2013.0,61337621933.7857,3345337.0,8.57513504005397,24.839659226292564,15.023078292777447,218
USA,2013.0,16880683000000.0,316059947.0,1.46483265562717,30.45719106636316,19.571442462419494,219
UZB,2013.0,73180037914.9104,29724065.0,11.8414333622049,25.01618851465582,17.20746757868497,220
VAT,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,221
VCT,2013.0,764781259.259259,108135.0,0.805127804267928,20.455100416602182,11.591144973163663,222
VEN,2013.0,371005379786.566,29912198.0,40.6394275161589,26.639482400223823,17.213776948465313,223
VGB,2013.0,189798603751.235,31703.0,1.96682557818842,25.969229366679137,10.364198134870271,224
VNM,2013.0,213708811665.34,90573104.0,6.59267475899192,26.08788023223677,18.32166787263861,225
VUT,2013.0,758304466.245339,254482.0,1.45893371757921,20.446595534785736,12.446989315099216,226
WLF,2013.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,227
WSM,2013.0,797736334.281305,198268.0,0.61008572090503,20.497288693902032,12.197379973492513,228
YEM,2013.0,40415233436.1767,29312952.0,10.9684421500198,24.42247261611892,17.19354005820914,229
ZAF,2013.0,400886013595.573,54678791.0,5.78016910069176,26.716942968474623,17.816986477403347,230
ZMB,2013.0,28037239462.7142,15398997.0,6.97767605490307,24.05679944432742,16.549813000331977,231
ZWE,2013.0,19091020000.0,14013808.0,1.63495041543822,23.672483904424823,16.455553758591822,232
ABW,2014.0,2790849720.67039,106807.0,0.421440918881214,21.749611946149273,11.578788109069931,0
AFG,2014.0,20497128555.6972,32792523.0,4.67399603536345,23.743550642874983,17.305711120545837,1
AGO,2014.0,135966802586.713,27160769.0,7.28038730361121,25.63567659426579,17.117284210768364,2
AIA,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,3
ALB,2014.0,13228147516.1168,2889104.0,1.62586504402604,23.305612783887415,14.876457323543889,4
AND,2014.0,3271685596.66321,73737.0,2.06159619443141,21.908571162336354,11.208273549098648,5
ARE,2014.0,414105366758.911,8059440.0,2.34626865671643,26.749386287471694,15.902354757238943,6
ARG,2014.0,526319673731.638,43024071.0,2.06159619443141,26.98917460982093,17.57727033097395,7
ARM,2014.0,11609513246.7958,3013800.0,2.98130868933672,23.17509070652287,14.918712630773157,8
ASM,2014.0,643000000.0,53466.0,1.96682557818842,20.281655283757104,10.886819920140972,9
ATA,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,10
ATF,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,11
ATG,2014.0,1378829629.62963,88765.0,1.08944157435355,21.044500882533914,11.393758972779011,12
AUS,2014.0,1468265356427.76,23475686.0,2.48792270531404,28.015102790295714,16.971475847806104,13
AUT,2014.0,438556021078.034,8546356.0,1.60581182954474,26.806753396765078,15.961015668242924,14
AZE,2014.0,75239785452.1022,9535079.0,1.37344181533176,25.043945989874672,16.070488187123043,15
BDI,2014.0,2705783329.80483,10799785.0,4.40535234185293,21.718657293572328,16.195036877083318,16
BEL,2014.0,537987419164.351,11209057.0,0.340002833356922,27.011101012383754,16.232232759403264,17
BEN,2014.0,13284527850.2632,11030004.0,-0.548757550948091,23.30986587553891,16.216129844538738,18
BES,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,19
BFA,2014.0,13943016076.7436,18229461.0,-0.258089517535384,23.358244580263673,16.718549634425617,20
BGD,2014.0,172886611653.786,157964929.0,6.99163889220849,25.875901792599233,18.87788360432871,21
BGR,2014.0,57157782909.9307,7223938.0,-1.4181838026484,24.76908140183334,15.792910929968002,22
BHR,2014.0,34772526595.7447,1314562.0,2.64755321246189,24.27209344632397,14.089014848972042,23
BHS,2014.0,10974100000.0,382298.0,1.51375643050831,23.118803788080402,12.853958303934288,24
BIH,2014.0,18558733564.4692,3564829.0,-0.897194054194333,23.64420632735726,15.086626924859026,25
BLM,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,26
BLR,2014.0,78812805039.0743,9448515.0,18.1195543526734,25.090341321117023,16.06136825010128,27
BLZ,2014.0,2138250000.0,348923.0,1.20139964481058,21.48325357489284,12.762609412427334,28
BMU,2014.0,6413988000.0,63529.0,2.06159619443141,22.581747067464143,11.05926751426058,29
BOL,2014.0,32996188012.5599,10848888.0,5.76660074579144,24.21965787699994,16.199573236394517,30
BRA,2014.0,2456043727198.85,200085127.0,6.32904015516139,28.52957293028942,19.1142534739533,31
BRB,2014.0,5365976700.0,278348.0,1.76950322089729,22.40334424697247,12.536631001005954,32
BRN,2014.0,17097797371.9718,416750.0,-0.207108731719822,23.562215483560344,12.940244200130257,33
BTN,2014.0,2089079570.67546,733139.0,8.27106093949328,21.459989409592655,13.505091958538623,34
BVT,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,35
BWA,2014.0,15470088500.7414,2172044.0,4.40225309243427,23.462174222377428,14.591179678053388,36
CAF,2014.0,1894813389.40325,4623182.0,14.898684179755,21.362386195910606,15.346593986872179,37
CAN,2014.0,1805749878439.94,35434066.0,1.90663590717861,28.221997066559595,17.383184259980037,38
CCK,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,39
CHE,2014.0,726537808338.0,8188649.0,-0.0132025387514939,27.31155636036312,15.918259607077609,40
CHL,2014.0,259560978231.552,17864195.0,4.71867527854672,26.282257495503156,16.698309044228775,41
CHN,2014.0,10475624944355.2,1371860000.0,1.92164162788521,29.980072240516193,21.039433320956196,42
CIV,2014.0,48843005613.7091,24527395.0,0.448682076766141,24.611877024318115,17.015301254872075,43
CMR,2014.0,36386544706.0806,22059893.0,1.85489850366777,24.31746489234699,16.909271766701025,44
COD,2014.0,35909040925.9375,78403242.0,1.24303889760803,24.304254937140126,18.177375849261054,45
COG,2014.0,17919321078.0284,4975880.0,0.912139545450097,23.60914535756056,15.420112998324193,46
COK,2014.0,189798603751.235,11439213.0,1.96682557818842,25.969229366679137,16.252557835261833,47
COL,2014.0,381240864422.407,46565429.0,2.89883787761738,26.666697202412823,17.65636897829878,48
COM,2014.0,1149587661.00693,711503.0,2.06159619443141,20.862669160248853,13.47513631842175,49
CPV,2014.0,2041930125.42979,512326.0,-0.238778144990624,21.437161337900584,13.14671837203256,50
CRI,2014.0,52016408854.2658,4767119.0,4.51920098516954,24.674825060659817,15.377252906934947,51
CUB,2014.0,80656100000.0,11285775.0,1.96682557818842,25.113460274131683,16.23905372971546,52
CUW,2014.0,3059406983.24022,155909.0,1.4987396961643,21.8414869381299,11.957034196670596,53
